genome_id	scientific_name	kingdom	phylum	class	order	family	genus	species
GCF_900235835.1	Pseudomonas syringae pv. avii	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas syringae
GCF_001281365.1	Pseudomonas syringae UMAF0158	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas syringae
GCF_000452705.1	Pseudomonas syringae CC1557	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas syringae
GCF_002068135.1	Pseudomonas amygdali pv. lachrymans	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas amygdali
GCF_002905685.2	Pseudomonas amygdali pv. morsprunorum	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas amygdali
GCF_000007805.1	Pseudomonas syringae pv. tomato str. DC3000	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas syringae group genomosp. 3
GCF_000235765.1	Enterobacter cloacae subsp. dissolvens SDM	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter cloacae
GCF_000025565.1	Enterobacter cloacae subsp. cloacae ATCC 13047	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter cloacae
GCF_000750275.1	Enterobacter hormaechei subsp. hoffmannii ECR091	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter hormaechei
GCF_000750225.1	Enterobacter hormaechei subsp. hoffmannii ECNIH3	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter hormaechei
GCF_000009525.1	Salmonella enterica subsp. enterica serovar Gallinarum str. 287/91	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica
GCF_000335995.2	Salmonella enterica subsp. enterica serovar Gallinarum str. 9184	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica
GCF_000486585.2	Salmonella enterica subsp. enterica serovar Rubislaw str. ATCC 10717	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica
GCF_000486365.2	Salmonella enterica subsp. enterica serovar Thompson str. ATCC 8391	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica
GCF_000473275.1	Salmonella enterica subsp. enterica serovar Thompson str. RM6836	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica
GCF_000235545.1	Salmonella enterica subsp. enterica serovar Gallinarum/pullorum str. RKS5078	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica
GCF_000462995.1	Salmonella enterica subsp. enterica serovar Gallinarum/pullorum str. CDC1983-67	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica
GCF_000330485.2	Salmonella enterica subsp. enterica serovar Pullorum str. ATCC 9120	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica
GCF_000444445.1	Salmonella enterica subsp. enterica serovar Pullorum str. S06004	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica
GCF_000020705.1	Salmonella enterica subsp. enterica serovar Heidelberg str. SL476	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica
GCF_000486045.2	Salmonella enterica subsp. enterica serovar Heidelberg str. SARA35	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica
GCF_000430105.1	Salmonella enterica subsp. enterica serovar Heidelberg str. 41578	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica
GCF_000258365.1	Salmonella enterica subsp. enterica serovar Heidelberg str. B182	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica
GCF_000430085.2	Salmonella enterica subsp. enterica serovar Heidelberg str. CFSAN002069	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica
GCF_000505705.1	Salmonella enterica subsp. enterica serovar Heidelberg str. CFSAN002064	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica
GCF_001975555.1	Salmonella enterica subsp. enterica serovar Moscow str. S-1843	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica
GCF_000486815.2	Salmonella enterica subsp. enterica serovar Oranienburg str. 0250	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica
GCF_003073495.1	Salmonella enterica subsp. enterica serovar Senftenberg str. 361154004	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica
GCF_004798785.1	Salmonella enterica subsp. enterica serovar Senftenberg str. CFSAN004025	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica
GCF_000486765.2	Salmonella enterica subsp. enterica serovar Panama str. ATCC 7378	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica
GCF_000487615.2	Salmonella enterica subsp. enterica serovar Abony str. 0014	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica
GCF_000011885.1	Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica
GCF_000026565.1	Salmonella enterica subsp. enterica serovar Paratyphi A str. AKU_12601	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica
GCF_000486725.2	Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 11511	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica
GCF_001975345.1	Salmonella enterica subsp. enterica serovar Borreze str. SA20041063	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica
GCF_900086565.1	Salmonella enterica subsp. enterica serovar Java	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica
GCF_000018705.1	Salmonella enterica subsp. enterica serovar Paratyphi B str. SPB7	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica
GCF_000018385.1	Salmonella enterica subsp. enterica serovar Paratyphi C str. RKS4594	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica
GCF_001612515.1	Salmonella enterica subsp. enterica serovar Weltevreden str. 1655	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica
GCF_000020885.1	Salmonella enterica subsp. enterica serovar Agona str. SL483	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica
GCF_000494385.3	Salmonella enterica subsp. enterica serovar Agona str. 392869-2	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica
GCF_000484195.3	Salmonella enterica subsp. enterica serovar Agona str. 460004 2-1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica
GCF_000503845.1	Salmonella enterica subsp. enterica serovar Agona str. 24249	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica
GCF_000439415.1	Salmonella enterica subsp. enterica serovar Bareilly str. CFSAN000189	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica
GCF_000748565.2	Salmonella enterica subsp. enterica serovar Bareilly str. CFSAN000228	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica
GCF_003627015.2	Salmonella enterica subsp. enterica serovar Bareilly str. CFSAN000191	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica
GCF_000698715.2	Salmonella enterica subsp. enterica serovar Bareilly str. CFSAN000211	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica
GCF_000748245.2	Salmonella enterica subsp. enterica serovar Bareilly str. CFSAN000212	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica
GCF_000698515.2	Salmonella enterica subsp. enterica serovar Bareilly str. CFSAN000661	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica
GCF_004848885.1	Salmonella enterica subsp. enterica serovar Bareilly str. CFSAN000669	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica
GCF_004848545.1	Salmonella enterica subsp. enterica serovar Bareilly str. CFSAN000700	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica
GCF_004848685.1	Salmonella enterica subsp. enterica serovar Bareilly str. CFSAN000752	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica
GCF_004848405.1	Salmonella enterica subsp. enterica serovar Bareilly str. CFSAN000753	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica
GCF_004847565.1	Salmonella enterica subsp. enterica serovar Bareilly str. CFSAN000951	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica
GCF_004847585.1	Salmonella enterica subsp. enterica serovar Bareilly str. CFSAN000952	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica
GCF_004847345.1	Salmonella enterica subsp. enterica serovar Bareilly str. CFSAN000954	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica
GCF_004848145.1	Salmonella enterica subsp. enterica serovar Bareilly str. CFSAN000958	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica
GCF_004847885.1	Salmonella enterica subsp. enterica serovar Bareilly str. CFSAN000960	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica
GCF_004847745.1	Salmonella enterica subsp. enterica serovar Bareilly str. CFSAN000961	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica
GCF_004847625.1	Salmonella enterica subsp. enterica serovar Bareilly str. CFSAN000963	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica
GCF_004847605.1	Salmonella enterica subsp. enterica serovar Bareilly str. CFSAN000968	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica
GCF_004847545.1	Salmonella enterica subsp. enterica serovar Bareilly str. CFSAN000970	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica
GCF_004847145.1	Salmonella enterica subsp. enterica serovar Bareilly str. CFSAN001118	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica
GCF_004847005.1	Salmonella enterica subsp. enterica serovar Bareilly str. CFSAN001140	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica
GCF_004847525.1	Salmonella enterica subsp. enterica serovar Bareilly str. CFSAN001112	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica
GCF_004847505.1	Salmonella enterica subsp. enterica serovar Bareilly str. CFSAN001115	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica
GCF_000487575.2	Salmonella enterica subsp. enterica serovar Anatum str. ATCC BAA-1592	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica
GCF_006517155.1	Salmonella enterica subsp. enterica serovar Anatum str. CFSAN003961	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica
GCF_001620155.1	Salmonella enterica subsp. enterica serovar Anatum str. USDA-ARS-USMARC-1783	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica
GCF_001620205.2	Salmonella enterica subsp. enterica serovar Anatum str. USDA-ARS-USMARC-1727	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica
GCF_000988525.3	Salmonella enterica subsp. enterica serovar Anatum str. USDA-ARS-USMARC-1735	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica
GCF_001620115.1	Salmonella enterica subsp. enterica serovar Anatum str. USDA-ARS-USMARC-1736	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica
GCF_001620225.1	Salmonella enterica subsp. enterica serovar Anatum str. USDA-ARS-USMARC-1676	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica
GCF_001623545.2	Salmonella enterica subsp. enterica serovar Anatum str. USDA-ARS-USMARC-1677	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica
GCF_001623585.1	Salmonella enterica subsp. enterica serovar Anatum str. USDA-ARS-USMARC-1728	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica
GCF_000963535.2	Salmonella enterica subsp. enterica serovar Anatum str. USDA-ARS-USMARC-1175	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica
GCF_000940895.2	Salmonella enterica subsp. enterica serovar Anatum str. CDC 06-0532	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica
GCF_001620135.2	Salmonella enterica subsp. enterica serovar Anatum str. USDA-ARS-USMARC-1765	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica
GCF_001623625.1	Salmonella enterica subsp. enterica serovar Anatum str. USDA-ARS-USMARC-1766	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica
GCF_001623665.2	Salmonella enterica subsp. enterica serovar Anatum str. USDA-ARS-USMARC-1781	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica
GCF_000486855.2	Salmonella enterica subsp. enterica serovar Minnesota str. ATCC 49284	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica
GCF_000487035.2	Salmonella enterica subsp. enterica serovar Muenster str. 0315	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica
GCF_000487015.2	Salmonella enterica subsp. enterica serovar Muenster str. 420	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica
GCF_000486165.2	Salmonella enterica subsp. enterica serovar Saintpaul str. SARA26	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica
GCF_000007545.1	Salmonella enterica subsp. enterica serovar Typhi str. Ty2	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica
GCF_901457615.1	Salmonella enterica subsp. enterica serovar Typhi str. Ty2	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica
GCF_901457625.1	Salmonella enterica subsp. enterica serovar Typhi str. Ty2	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica
GCF_000195995.1	Salmonella enterica subsp. enterica serovar Typhi str. CT18	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica
GCF_000385905.1	Salmonella enterica subsp. enterica serovar Typhi str. Ty21a	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica
GCF_000245535.1	Salmonella enterica subsp. enterica serovar Typhi str. P-stx-12	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica
GCF_000493675.1	Salmonella enterica subsp. enterica serovar Typhimurium str. DT104	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica
GCF_000006945.2	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica
GCF_000210855.2	Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica
GCF_000027025.1	Salmonella enterica subsp. enterica serovar Typhimurium str. D23580	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica
GCF_000493535.2	Salmonella enterica subsp. enterica serovar Typhimurium str. DT2	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica
GCF_000283735.1	Salmonella enterica subsp. enterica serovar Typhimurium str. T000240	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica
GCF_000188735.1	Salmonella enterica subsp. enterica serovar Typhimurium str. ST4/74	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica
GCF_000213635.1	Salmonella enterica subsp. enterica serovar Typhimurium str. UK-1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica
GCF_000828595.1	Salmonella enterica subsp. enterica serovar Typhimurium str. L-3553	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica
GCF_000252875.1	Salmonella enterica subsp. enterica serovar Typhimurium str. 798	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica
GCF_000486345.2	Salmonella enterica subsp. enterica serovar Typhimurium str. SARA13	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica
GCF_000380325.1	Salmonella enterica subsp. enterica serovar Typhimurium str. U288	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica
GCF_001623725.1	Salmonella enterica subsp. enterica serovar Typhimurium str. USDA-ARS-USMARC-1808	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica
GCF_001623705.1	Salmonella enterica subsp. enterica serovar Typhimurium str. USDA-ARS-USMARC-1880	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica
GCF_001623845.1	Salmonella enterica subsp. enterica serovar Typhimurium str. USDA-ARS-USMARC-1896	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica
GCF_001623765.2	Salmonella enterica subsp. enterica serovar Typhimurium str. USDA-ARS-USMARC-1898	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica
GCF_000941015.2	Salmonella enterica subsp. enterica serovar Typhimurium str. USDA-ARS-USMARC-1899	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica
GCF_001623825.2	Salmonella enterica subsp. enterica serovar Typhimurium str. CDC H2662	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica
